"created_at","full_text","username"
Thu Jun 06 14:04:21 +0000 2024,"Bukan Hanya Timnas Indonesia Pemain Irak Ini Soroti Kualitas Lapangan Stadion GBK: Penyerang Timnas Irak Aymen Hussein komentari atmosfer dan kualitas Stadion Gelora Bung Karno usai menaklukkan Timnas Indonesia. https://t.co/MuqbtBvEAA https://t.co/EIuBtLLIE8","tvOneNews"
Tue Jun 11 14:41:30 +0000 2024,"#SSInfo: Timnas Indonesia berhasil mengalahkan Filipina dengan skor 2-0 pada pertandingan kualifikasi Piala Dunia. Bertanding di Stadion Utama Gelora Bung Karno gol dicetak oleh Thom Haye menit 32 dan Rizky Ridho menit 56. Pertandingan ini sekaligus meloloskan Tim Garuda ke https://t.co/SyKUm2DqY9","e100ss"
Tue Jun 04 02:20:24 +0000 2024,"Gampang kok kita cabut aja itu paspor semua pemain timnas keturunan sama yang naturalisasi terus jangan approve yang baru kelar itu timnas Indonesia TKDN 100% full lokal pride https://t.co/dKG6Dq1xQ3","PolJokesID"
Sat Jun 08 09:35:13 +0000 2024,"Pengorbanan Besar Shayne Pattynama Buat Timnas Indonesia Bintang Eropa Tersebut Siap Disulap Shin Tae-yong demi Kalahkan Filipina: Bek Timnas Indonesia Shayne Pattynama menyebut siap disulap dan bermain di posisi manapun oleh Shin Tae-yong demi membawa https://t.co/Zg5P6PKnWX https://t.co/6It3NzBiGF","tvOneNews"
Fri Jun 07 09:14:11 +0000 2024,"Respect untuk mas-mas SUporter Timnas Indonesia ini.. https://t.co/KbSMZ3I077","MafiaWasit"
Mon Jun 10 23:00:01 +0000 2024," Saya berharap bisa cetak gol pertama di GBK. ï¸ Ragnar Oratmangoen punya mimpi dan janji untuk fans Indonesia saat menjamu Filipina. #TimnasIndonesia #Filipina #WCQ2026 #TimnasDay https://t.co/oK310vyK9o","GOAL_ID"
Tue Jun 11 13:50:31 +0000 2024,"Rizky Ridho! ï¸ðŸ‡®ðŸ‡© #TimnasDay #TimnasIndonesia https://t.co/udDfavjjC3","antaranews"
Tue Jun 11 10:15:00 +0000 2024,"Suasana di GBK jelang laga Indonesia melawan Filipina mulai dipadati penonton meski diguyur hujan. Pertandingan ini juga menjadi laga yang sangat penting bagi Timnas untuk lolos ke babak selanjutnya. #detikcom #Timnasday #TimnasIndonesia https://t.co/b3S0ac1jY6","detikcom"
Tue Jun 11 15:02:38 +0000 2024,"Jarang Tampilkan Identitas Aslinya ke Penggemar 3 Pemain Timnas Indonesia Ternyata Telah Lama Jadi Seorang Mualaf: Meski hampir tak pernah mengekspos kehidupan pribadi mereka di media sosial namun pemain Timnas Indonesia ini ternyata seioang mualaf dan https://t.co/Vbx1Tt9ANT https://t.co/apF9Mwbg5M","tvOneNews"
Mon Jun 03 06:01:03 +0000 2024,"#SSInfo: Erick Thohir Ketua Umum PSSI berharap semua pemain serius saat dipanggil Timnas Indonesia. Jika ada yang tidak ingin bergabung Timnas akan mencari pemain lain. Hal ini diungkapkan Erick merespon isu Elkan Baggott yang tidak memenuhi panggilan Timnas Indonesia u-23 saat https://t.co/MSQQCMAnWL","e100ss"
Tue Jun 11 06:29:32 +0000 2024,"Mumpung Mat Ladhing lagi tidur siang mimin GA 1 pisau dapur #KaryaMatLadhing yg bawah! Jika nanti Timnas Indonesia menang melawan Filipina! Caranya: Follow @maheswararajen1 RT Replay #TimnasDay Menang (Ongkir ditanggung pemenang) https://t.co/BeM3C0L23U","maheswararajen1"
Thu Jun 06 13:27:13 +0000 2024,"Krungu2 jare timnas irak away nang indonesia numpak bis harapan baru iki -rek https://t.co/2tnrYX7BGF","sbyfess"
Thu Jun 06 11:33:47 +0000 2024,"Timnas Indonesia berhasil lolos dari ancaman penalti di babak pertama pertandingan melawan Iran di kualifikasi Piala Dunia 2026. Eksekusi penalti ini yang dilakukan oleh Aymen Hussein pada menit ke-74 gagal karena bola melambung tinggi di atas mistar gawang Indonesia. Follow https://t.co/uijm5CZZ4m","KompasBola"
Wed Jun 05 13:31:27 +0000 2024,"ðŸ‡®ðŸ‡© TIMNAS DAY !! Kalau Timnas Indonesia bisa menang lawan Iraq mimin transferin saldo e-Wallet 100K buat salah satu FOLLOWERS yang LIKE RETWEET &amp",""
Sat Jun 08 23:03:36 +0000 2024,"Lawan Filipina Jadi Laga 'Terakhir' Shin Tae-yong Bersama Timnas Indonesia Intip Statistik Mentereng STY: Timnas Indonesia akan menghadapi Filipina di Stadion Gelora Bung Karno Jakarta Selasa (11/6/2024) mendatang. https://t.co/ARllqgQl6L https://t.co/LCamKuCGaN","tvOneNews"
Tue Jun 04 10:05:19 +0000 2024,"Shin Tae-yong Alami Stres hingga Masuk Rumah Sakit Jelang Laga Timnas Indonesia Melawan Irak: Direktur Utama PT Garuda Sepakbola Indonesia (GSI) Marshal Masita secara blak-blakan sebut bila pelatih Timnas Indonesia Shin Tae-yong alami stres jelang https://t.co/4UA3254eVs https://t.co/NGwCn1PZL5","tvOneNews"
Sat Jun 08 08:13:02 +0000 2024,"Bermain di pertandingan final Mencetak gol di pertandingan final Beckham Putra berhasil mengakhiri laga puncak dengan manis bersama Timnas Indonesia di SEA Games 2023 dan bersama #PERSIB di final Liga 1 2023/2024. Keep working hard #BandungPride #WeArePERSIB https://t.co/sN5fu42gfd","persib"
Mon Jun 10 18:46:06 +0000 2024,"UPDATE: Timnas Inggris sudah sampai di Jerman untuk #Euro2024. ó §ó ¢ó ¥ó ®ó §ó ¿ https://t.co/BLlCBVWZip","thejurgenholic"
Tue Jun 11 09:04:00 +0000 2024,"Anggur merah intisari jangan kalah jangan seri! ðŸ‡®ðŸ‡© Kalau Timnas Indonesia berhasil menang atas Filipina malam nanti skuad Garuda dipastikan lolos ke babak ketiga Kualifikasi Piala Dunia 2026 menyusul 13 tim di atas. WAHH GA SABAR MALAM INI!! https://t.co/ZqItDL7dsl","registaco"
Tue Jun 04 01:35:48 +0000 2024,"Selamat Pagi Kolekdol ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡© Banyak yang nungguin jersey kiper rilis ni kayanya @Jerseyforum https://t.co/4mMxczxrcq","Officialkjti"
Wed Jun 05 15:02:08 +0000 2024,"Ada-ada Saja! Pelatih Irak Keluhkan Fasilitas dari PSSI Jelang Lawan Timnas Indonesia: Pelatih Timnas Irak Jesus Casas mengeluhkan soal fasilitas lapangan yang diberikan oleh PSSI jelang matchday kelima Kualifikasi Piala Dunia 2026 zona Asia menghadapi https://t.co/sv7CNTB5AB https://t.co/3SVFGYC31R","tvOneNews"
Tue Jun 11 04:03:09 +0000 2024,"LIVE REACTION Kualifikasi Piala Dunia Zona Asia Indonesia VS Filipina : Selasa 11 Juni 2024 â°: 19.30 WIB Kami akan live reaction Timnas Indonesia menghadapi Filipina di YouTube Box2Box Indonesia https://t.co/AcvEymQTcp https://t.co/jcuTHRoD9x","Box2BoxBola"
Tue Jun 04 04:09:09 +0000 2024,"Dipaksa Main dengan Timnas Indonesia Witan Sulaeman Tegaskan kepada Shin Tae-yong soal Perbedaan Haji dan Umrah: Pemain Timnas Indonesia Witan Sulaeman menjelaskan kepada Shin Tae-yong soal perbedaan haji dan umrah karena disuruh main di laga https://t.co/6RlEm2p5TL https://t.co/EUtwLH9VRp","tvOneNews"
Wed Jun 05 02:04:34 +0000 2024,"Kondisi Terbaru Lapangan di Stadion Gelora Bung Karno Jelang Laga Timnas Indonesia Vs Irak: Erick Thohir Pantau Langsung Kondisi Rumput: Pantauan https://t.co/f7om6dzAK7 dari lapangan Stadion GBK Rabu (5/6/2024) pagi tampak petugas masih melakukan https://t.co/Uf7vbHzLXI https://t.co/5gzjjwZjJX","tvOneNews"
Tue Jun 11 01:01:02 +0000 2024,"Selamat pagi detikers sarapan informasi dari #detikPagi yuk! Episode hari ini akan membahas Timnas Indonesia yang akan menghadapi Filipina nanti malam nih. Go go go Garuda Indonesia harus menang! Yuk lihat informasi selengkapnya di https://t.co/xlSOADser1! https://t.co/z2NjS2AO40","detikcom"
Wed Jun 05 15:02:18 +0000 2024,"Reaksi Berkelas Pemain Timnas Indonesia Setelah Shin Tae-yong Diminta Turunkan 60% Pemain Lokal: Pemain Timnas Indonesia Shayne Pattynama memberi respons berkelas tentang permintaan anggota DPR RI Putra Nababan agar STY mainkan 60 persen pemain lokal. https://t.co/ycCsvgqgpU https://t.co/yElWxeLQH8","tvOneNews"
Tue Jun 11 14:33:31 +0000 2024,"@idextratime @bliblidotcom INDONESIA LOLOS KE RONDE 3 WORLD CUP QUALIFIERS 2026! ðŸ‡®ðŸ‡© Sejarah baru diciptakan Timnas Indonesia malam ini berhasil menang 2-0 melawan Filipina memastikan langkah Garuda lolos ke Ronde 3 Kualifikasi Piala Dunia 2026 sekal","utdabout"
Thu Jun 06 04:48:09 +0000 2024,"Bocoran jersey terbaru Timnas Jepang hasil kolaborasi dengan desainer fashion Yohji Yamamoto (Y-3) ðŸ‡¯ðŸ‡µ https://t.co/p5d1UzgUzM","idextratime"
Tue Jun 11 15:54:19 +0000 2024,"Timnas Putri ðŸ‡®ðŸ‡© Bahrain vs Indonesia Live streaming https://t.co/t1CoF21vjy #TimnasDay https://t.co/omfYjMEPlE","indosupporter"
Mon Jun 10 14:15:34 +0000 2024,"Pelatih Filipina Tom Saintfiet mengaku mendapatkan ancaman pembunuhan menjelang laga menghadapi timnas Indonesia. Filipina bakal menjamu timnas Indonesia dalam lanjutan putaran kedua Kualifikasi Piala Dunia 2026 Zona Asia. Laga timnas Indonesia vs Filipina dijadwalkan https://t.co/MjGnu27BF0","KompasBola"
Sun Jun 09 00:38:14 +0000 2024,"Timnas vs Irak. Meskipun kalah GBK tetap bergemuruh dengan antusias pendukung sekitar 60.000 lebih penonton. Tetap bangga! Indonesia BISA! @TimnasIndonesia @PSSI @XiaomiIndonesia 12 https://t.co/QECsnrhAdl","sukadisiniaja"
Thu Jun 06 03:07:40 +0000 2024,"Dilansir dari Transfermarkt ðŸ‡®ðŸ‡¶ Irak menempati peringkat 58 FIFA sedangkan ðŸ‡®ðŸ‡© Indonesia di peringkat ke 134. Berikut perbandingan Timnas Indonesia dengan Irak. Sc: katadataindonesia #KitaGaruda #TimnasDay #AsianQualifiers https://t.co/wnAAFKuDnR","andriandinoraa"
Tue Jun 11 12:38:36 +0000 2024,"#garudadidadaku TIMNAS DAY World Cup Qualifier ï¸ Indonesia ðŸ‡®ðŸ‡© ï¸ Filipina ðŸ‡µðŸ‡­ Gelora Bung Karno ðŸ‡®ðŸ‡© Selasa 11 Juni 2024 â± Kick Off 19.30 Wib Live Indosiar &amp",""
Tue Jun 04 14:21:26 +0000 2024,"Calvin Verdonk resmi menjadi Warga Negara Indonesia setelah melewati beberapa proses naturalisasi. Calvin telah mengambil sumpah WNI Malam ini (04/06/24) di Kanwil Kemenkumham Jakarta. #sinpotv #CalvinVerdonk #naturalisasi #sepakbola #timnas #timnasday https://t.co/BE4unKvt5f","sinpotv"
Wed Jun 05 23:08:13 +0000 2024,"Timnas Indonesia akan naik 4 peringkat di rangking FIFA apabila menang lawan Irak ðŸ‡®ðŸ‡¶! Saat ini IndonesiaðŸ‡®ðŸ‡© berada di rank 134 FIFA dengan 1102 7 poin. Sedangkan Irak berada di posisi 58 FIFA dengan 1420 47 poin pada rangking FIFA. Ayo garuda #TimnasDay https://t.co/Bhb6dVvc6Z","timnasnyaET"
Tue Jun 11 13:52:09 +0000 2024,"Gol kedua untuk timnas Indonesia dari sundulan Rizky Ridho umpan langsung dari Nathan #timnasday #Nathan #Haye https://t.co/4g5aMzmssm","TrilaksonoGatot"
Wed Jun 05 05:45:54 +0000 2024,"Masya Allah &amp",""
Mon Jun 03 08:14:40 +0000 2024,"Kerandoman Rafael struick dan Shayne pattynama #Timnasday #Timnasindonesia https://t.co/htEVkeUvT8","timnasnyaET"
Tue Jun 04 09:15:11 +0000 2024,"ð™‚ð™–ð™§ð™ªð™™ð™– ð™ˆð™ªð™™ð™– ð™Žð™žð™–ð™¥ ð˜½ð™šð™§ð™©ð™–ð™§ð™ªð™£ð™œ ðŸ‡®ðŸ‡© Berikut adalah skuad Timnas Indonesia U20 asuhan Indra Sjafri untuk Tournoi Maurice Revello 2024 di Prancis. #SportsTerlengkapAdaDiVidio #TimnasDiVidio #TimnasIndonesia #TimnasDay #TMR2024 https://t.co/UaxWm7qPGW","VidioSports"
Sat Jun 08 03:59:56 +0000 2024,"PENIPUAN!! hati-hati sama nih kampret gue hampir kena scam tiket timnas Indonesia vs Filipina Premium West di buru-buruin alasan udah ada yg keep bla bla bla. Semua proof di twitter dia tuh PALSU! Rek An. YUSFIN KURNIAWAN 796001003239530 (BRI) #zonauang wts wtb indonesia https://t.co/4ONJOCoeod","jinniedump"
Tue Jun 11 14:07:56 +0000 2024,"Gol cantik timnas Indonesia #timnasDay arhan kiper rumput GBK ujan nathan https://t.co/6tFFxouf4r","caepriecrxn_"
Wed Jun 05 15:00:04 +0000 2024,"Safira Ika Putri Kapten Timnas Putri Indonesia 2024 @__freelance__ @dsangg3 @AnakLolina2 @alleySych @arifin34533 https://t.co/rI97bQQj5c","PANDHITADHYASA1"
Thu Jun 06 11:13:11 +0000 2024,"ð— ð—˜ð—¡ð—”ð—¡ð—š ð—›ð—”ð—¥ð—šð—” ð— ð—”ð—§ð—œ ðŸ‡®ðŸ‡© Ayo dukung Timnas Indonesia di Vidioâ€¼ï¸ Saksikan Indonesia ðŸ‡®ðŸ‡© vs ðŸ‡µðŸ‡­ Filipina Selasa (11/6) pukul 19.30 WIB. Live di Vidio! https://t.co/ZzneahW9bU #SportsTerlengkapAdaDiVidio #TimnasDiVidio #TimnasIndonesia #TimnasDay #AsianQualifiers https://t.co/Z9x6MwDUX3","VidioSports"
Sat Jun 08 14:40:37 +0000 2024,"Palestina udah lolos Indonesia bisa lolos enggak ya? Hasil imbang tanpa gol dalam laga Kualifikasi Piala Dunia 2026 zona Asia melawan Lebanon di Qatar mengantarkan Timnas Palestina lolos ke putaran ketiga Kamis (6/6/2024). https://t.co/Znaz4kNrA7","narasitv"
Tue Jun 11 14:27:16 +0000 2024,"Padat! This is GBK ï¸ðŸ‡®ðŸ‡© #SportsTerlengkapAdaDiVidio #TimnasDiVidio #TimnasIndonesia #TimnasDay #AsianQualifiers https://t.co/fcr3vWAITp","VidioSports"
Sun Jun 09 03:54:23 +0000 2024,"Luar biasa prestasi Timnas Wanita Indonesia. Artikel penuh https://t.co/m3SNt82K36 https://t.co/Wcr1hDQcm8","ultrasukan"
Tue Jun 11 03:39:39 +0000 2024," TIMNAS DAY Indonesia vs Filipina &gt",""
Fri Jun 07 04:23:37 +0000 2024,"Indonesia harus mengakui ketangguhan Timnas Irak dalam laga Kualifikasi Piala Dunia 2026 kalah dengan skor 0-2 di Stadion Gelora Bung Karno Jakarta Kamis (6/6) sore WIB. Erick Thohir ikut bicara perihal hasil pertandingan Indonesia vs Irak. Menurutnya Timnas sudah bermain https://t.co/XFr5DSDwUY","RadioElshinta"
Thu Jun 06 05:12:17 +0000 2024,"Timnas Indonesia akan menghadapi Iraq dalam lanjutan kualifikasi Piala Dunia R2 Grup F Matchday 5 jika menang Timnas akan mengunci Lolos ke R3 dan otomatis ke Putaran Final Piala Asia 2027. Saksikan laga ini di depan Balaikota Surakarta sore ini! https://t.co/I1B1wM7khU","PasoepatiNet"
Mon Jun 10 08:55:21 +0000 2024,"ðŸ‡®ðŸ‡© Pelatih Timnas Indonesia Shin Tae-yong menilai kemenangan atas Filipina menjadi harga mati bagi Timnas Indonesia untuk lolos ke putaran tiga Kualifikasi Piala Dunia 2026. https://t.co/z9KWQd1Omg","vivagoal_idn"
Wed Jun 05 07:43:57 +0000 2024,"Jelang Timnas Indonesia Vs Irak pagi tadi PSSI Tinjau Rumput Stadion GBK Erick Thohir: Oke! #TimnasDay ðŸ‡®ðŸ‡© https://t.co/8isZNJJsle","IDSPORTTV12"
Tue Jun 11 13:27:10 +0000 2024,"Dari Bang Witan Sulaiman Pemain Timnas Indonesia bersama Petugas Haji Indonesia Hajjan Mabruron #Haji2024 #HajiIndonesia https://t.co/SVCh22fBTM","amrudinnejad_"
Tue Jun 11 06:03:36 +0000 2024,"Skenario timnas Indonesia untuk bisa lolos ke round 3 di Hajatan Bola Dunia 2026. Semoga skuad Garuda berhasil lolos!ðŸ‡®ðŸ‡© https://t.co/xE5zo91Pxf","jebreeetmedia"
Tue Jun 11 12:33:46 +0000 2024,"https://t.co/YFBMSaq1AQ Live Streaming Indonesia vs Filipina Jangan lupa Repost/Follow #TimnasDay #Indonesia 3-1 #Filipina #streaming #timnas","ArtikelCara10"
Tue Jun 11 13:27:26 +0000 2024,"outfit buat nobar timnas indonesia vs filipina malam ini. kalian nonton dimana? #TimnasDay -a thtead- https://t.co/aHLdOQVzJW","cahayasahabat_"
Wed Jun 05 12:49:06 +0000 2024,"Indonesia akan bertemu Irak pada matchday ke-5 Grup F Kualifikasi Piala Dunia 2026 di Stadion Gelora Bung Karno Kita doakan semoga Indonesia menang dan masuk Piala Dunia 2026 menurut kalian berapa nih skornya? #prabowo #gibran #prabowogibran #timnas #indonesiairak https://t.co/7xgieb6i6T","dekade_08"
Mon Jun 10 06:17:00 +0000 2024,"WCQ Round 2! Indonesia bakal tanding lawan Filipina besok Yuk all in dukung Timnas dengan nonton aksi mereka di Vidio. Langganan paket Grab x Vidio Diamond All Screen aja cuma Rp95rb udah dapet Voucher s.d. Rp385rb! Cek paketnya di https://t.co/9HhP0ywzo6 https://t.co/dPGlzib59z","GrabID"
Sun Jun 02 14:51:50 +0000 2024,"SIAPA YANG UDAH GA SABAR NONTON TIMNAS INDONESIA U-20 DI TOURNOI MAURICE REVELLO? ðŸ‡®ðŸ‡© https://t.co/TIS4YM85Ww","idextratime"
Mon Jun 10 03:31:32 +0000 2024,"Jersey timnas futsal Indonesia dari apparel Specs. Match jersey vs Replica jersey. https://t.co/VmmkO5mjin","JerseyLigina"
Wed Jun 05 07:50:47 +0000 2024,"Anak Jersey Bang https://t.co/Na5WAAHLTG","Officialkjti"
Sat Aug 19 12:11:23 +0000 2023,"SEJARAAAAHHH!!!! Lewat pertarungan yg luar biasa menegangkan Timnas Putri INDONESIA mengalahkan Iran dgn skor tipis 55-54 pada final FIBA Women's Asia Cup 2023 - Division B di Bangkok Thailand. Untuk kali pertama dlm sejarah Timnas Putri Indonesia menembus Divisi A Asia https://t.co/Uh8a5CW6jG","ainurohman"
Thu Jun 06 11:08:30 +0000 2024,"Indonesia harus menerima kekalahan 2 gol tanpa balas saat melawan Irak pada pertandingan Kualifikasi Piala Dunia 2026 zona Asia putaran kedua. Dua gol Irak disematkan oleh Aymen Hussein pada menit 58 dan Ali Jasim di menit ke 88. #timnasday #timnasindonesia #indonesiavsirak https://t.co/hPcPs1Fm3C","Metro_TV"
Tue Jun 11 13:45:41 +0000 2024,"Athallah Menjadi Pendamping Timnas Garuda Indonesia. #AndreRosiade https://t.co/6Eucu9qFFq","andre_rosiade"
Tue Jun 11 06:00:00 +0000 2024," Stock yang banyak Snack Fair Alfamart untuk Nonton Bareng Timnas Indonesia Mampir aja dulu aja ke Alfamart sebelum pertandingan dimulai nanti malam mumpung lagi ada promo spesial harga lho. Cuss langsung ke #Alfamart terdekat atau bisa lewat aplikasi #Alfagift https://t.co/gbuM1DcowF","alfamart"
Thu Jun 06 11:33:30 +0000 2024,"Timnas indonesia vs iraq 06.05.2024ðŸ‡®ðŸ‡© Kolaborasi Koreo dari La Grande Indonesia &amp",""
Tue Jun 11 04:37:09 +0000 2024,"Tiga skenario kelolosan timnas Indonesia ke babak ketiga kualifikasi Piala Dunia 2026 malam ini. Menurut kalian kira-kira timnas lolos lewat jalur nomor berapa lob? #BolalobFootball https://t.co/Jg6LrmaR5U","Bolalob"
Tue Jun 11 13:32:39 +0000 2024,"Pesan dari pemain Timnas Indonesia Witan Sulaiman terkait pelaksanaan Haji 2024 untuk seluruh jemaah haji Indonesia. Disimak ya sahabat semua. #HajiIndonesia #Haji2024 #HajiRamahLansia @negativisme @NUgarislucu @aewin86 @MamiaAja @motulz https://t.co/hyiPcrHzxr","kawalkyai"
Wed Jun 05 01:48:23 +0000 2024,"ALHAMDULILLAHH Ponakan aku kepilih buat dampingin pemain timnas indonesia vs irakï¸ https://t.co/JpLnv8vW36","universatired"
Wed Mar 20 10:27:04 +0000 2024,"Ini @PSSI sama @TimnasIndonesia ada masalah apa dengan Mills kok baru selesai kontrak aja udah ngehapus logo apparel di postingan sosial media? Masa iya Timnas Italia atau FIGC kalo mau posting throwback juara Euro 2020 kudu ngilangin logo Puma? Manchester City kalo lagi https://t.co/1l6dD27v2E","Idho09"
Tue Jun 11 13:25:04 +0000 2024,"Momen selebrasi Thom Haye seusai cetak gol ke gawangÂ Filipina. Video Editor: Muhammad Nauval Pratama Produser: Ahmad Zilky Follow X @KompasBola untuk update informasi seputar olahraga. #TimnasIndonesia #TimnasDay #KualifikasiPialaDunia2026 #FIFAWorldCup #KitaGaruda https://t.co/N8KVVRITEo","KompasBola"
Tue Jun 04 09:01:06 +0000 2024,"TANPA KENDALA Persiapan Garuda MudaðŸ‡®ðŸ‡© jelang laga perdana grup B di Tournoi Maurice Revello 2024 melawan UkrainaðŸ‡ºðŸ‡¦ Jangan lewatkan Indonesia vs Ukraina malam ini pukul 23.00 WIB. Live di Vidio! #SportsTerlengkapAdaDiVidio #TimnasDiVidio #TimnasIndonesia #TimnasDay #TMR2024 https://t.co/qI7nI7w6mr","VidioSports"
Fri Jun 07 11:20:24 +0000 2024,"Setelah bertahun2 timnas IndonesiaðŸ‡®ðŸ‡© di bawah MalaysiaðŸ‡²ðŸ‡¾. Akhirnya berjaya memintas Malaysia. Tapi hanya bertahan sebulan dua. Kedudukan terkini Fifa Skuad Harimau Malaya kembali memijak Garuda ... https://t.co/dt5bZoXlUy","SaufyJauhary"
Wed Jun 05 06:13:59 +0000 2024,"Shin Tae Yong menegaskan kondisinya saat ini baik-baik saja. Dirinya sangat siap memimpin skuad Timnas Indonesia untuk menghadapi Irak Hanya ada gejala flu tapi karena gejalanya agak parah jadi saya ke rumah sakit untuk cek. Memang ada agendaÂ check-upÂ sedikit di rumah sakit https://t.co/5oJeUpptSd","lagilagibola"
Mon Jun 10 09:48:18 +0000 2024,"Timnas Filipina diperkuat pemain yang bermain di BRI Liga 1 2023/2024 pada duel lawan Timnas Indonesia. Salah satunya adalah menantu Cristian Gonzales yakni Christian Rontini. #sepakbolaindo #pecintabola #infobola #Indonesia #PSSI #sepakbola #viralindo #timnasindonesia #timnas https://t.co/eojOcBESuK","Updatebola_Ind"
Thu Jun 06 09:53:45 +0000 2024,"2 peluang emas Indonesia ðŸ‡®ðŸ‡© di babak pertama #TimnasDay https://t.co/J12bkgHpGv","timnasnyaET"
Tue Jun 04 22:15:11 +0000 2024,"Link Live Streaming Timnas Indonesia vs Irak di Kualifikasi Piala Dunia 2026 Zona Asia Besok Lusa. https://t.co/8dakuC5PDo","mancitygametv"
Mon Jun 03 17:30:40 +0000 2024,"â€¼ï¸â€¼ï¸SCAMMER AIYUB SIALANâ€¼ï¸â€¼ï¸ TOLONG BANTU YANG KENAL AIYUB ADMIN INSTAGRAM INFOTIMNAS.INDONESIAA NIPU TIKET INDONESIA VS FILIPINA SEBESAR 600KÂ± IDENTITAS DAN NOMER TELPON ADA DIBAWAH. DITUNGGU ITIKAD BAIKNYA 1X24 JAM. #timnas #penipuan #scammer izin tag admin @idextratime https://t.co/seqHcKw7et","milehims"
Thu Jun 06 09:00:13 +0000 2024,"tiket Timnas naik tapi service tetap busuk! Jam segini masih antri masuk tiket gate hanya terpusat di beberapa titik. Jauh lebih bagus pemeriksaan pas Indonesia vs Argentina https://t.co/tBfE0sYrh7","EsiJuntak"
Thu Jun 06 04:14:45 +0000 2024,"Wasit yang akan bertugas Hari Ini untuk pertandingan Indonesia vs Irak: Shaun Evans (Wasit utama) Goldric Owen (AW1) Kim Da-yong (AW2) #TimnasIndonesia #Timnasday #Trending #sepakbolaindo #pecintabola #infobola #Indonesia #PSSI #sepakbola #viralindo #timnasindonesia #timnas https://t.co/NXTY7giD7j","Updatebola_Ind"
Tue Jun 04 04:54:29 +0000 2024,"NEXT MATCH #Timnas Indonesia U-20 vs Ukraina U-23 Maurice Revello Cup / Toulon Cup ï¸ Selasa 4 Juni 2024 â±ï¸ 23.00 WIB ï¸ Stade Jules-LadoumÃ¨gue Indosiar &amp",""
Mon Jun 03 12:43:40 +0000 2024,"Sikap tegas ditunjukkan ketua umum PSSI Erick Thohir terhadap pemain yang enggan bergabung bersama timnas. Menurutnya Timnas Indonesia masih punya banyak stok pemain. Terkait Elkan Baggot Erick Thohir pun juga tidak pilih kasih semua pemain harus serius bermain untuk GARUDA. https://t.co/Q43OTGDayO","Bolalob"
Wed Jun 05 18:03:04 +0000 2024,"ooohhh ini pemain timan yang serie A ituuu? wkwkwkwk welkam bang jay https://t.co/dbBYZrZako","_hellotias"
Tue Jun 04 19:18:47 +0000 2024,"Indonesia harus mengakui kekalahan dari Ukraina di laga perdana dalam ajang Tournoi Maurice Revello 2024. Ayo bangkit untuk laga berikutnya Garuda Muda Photo: tournoimrevello #SportsTerlengkapAdaDiVidio #TimnasDiVidio #TimnasIndonesia #TimnasDay #TMR2024 https://t.co/Z1tg3dRpMB","VidioSports"
Thu Jun 06 08:12:44 +0000 2024,"ð’ð“ð€ð‘ð“ðˆðð† ð‹ðˆðð„ð”ð â€¼ï¸ Sebelas pertama yang diturunkan coach Shin Tae-yong untuk pertandingan melawan Irak. Mari berikan doa dan dukungan untuk Timnas Indonesia Vivamania https://t.co/S1asKDelce","vivagoal_idn"
Thu Jun 06 08:40:34 +0000 2024,"Mantan Pemain Persib Atep memberikan dukungan langsung untuk Timnas Indonesia yang akan menghadapi Irak dalam laga babak kualifikasi putaran kedua Piala Dunia 2026. Atep memproduksi Timnas Indonesia menang dengan skor 2-0 lewat gol Marselino Ferdinan. #timnasindonesia #irak https://t.co/OFNY962RaN","pikiran_rakyat"
Mon Jun 03 03:06:20 +0000 2024,"Selamat datang @marcklok10 di hotel skuad Timnas Indonesia Klok disambut Sandy WalshðŸ‡®ðŸ‡© https://t.co/qxw9DzIzDq","UpdateBolabola"
Tue Jun 11 02:50:07 +0000 2024,"jangan lupa dukung timnas Indonesia nnti sore di kualifikasi piala dunia zona asia melawan Filipina TAG || Hot Mess Anak SMP Tolol Morningg LPDP Sukolilo KDRT Pati Pagii iOS 18 || https://t.co/dFJohke92T","BeritaTangguh"
Thu Jun 06 06:58:21 +0000 2024,"rekomendasi jersey dari brand lokal cocok buat kalian pakai nobar timnas indonesia vs irak sore nanti jam 16.00 wib #timnasday -a thread- https://t.co/ASTKNjVGfr","cahayasahabat_"
Wed Jun 05 21:45:50 +0000 2024,"SITUS TARUHAN BOLA TERBESAR DIASIA SABA SPORT DAN SBOBET YUK JOINT DUKUNG TIMNAS INDONESIA LINK DAFTAR &gt",""
Thu Jun 06 09:34:42 +0000 2024,"Timnas indonesia vs iraq 06.05.2024ðŸ‡®ðŸ‡© #TimnasDay https://t.co/X7vWrJxegY","hooligansceneID"
Thu Jun 06 16:05:17 +0000 2024,"Appreciation post for la grande indonesia &amp",""
Fri Jun 07 07:54:14 +0000 2024,"proud still proud. thanku @TimnasIndonesia you guys still our pride always terbang tinggi garudaku! BTW SERU BANGET DIDERETAN ULTRAS GINI https://t.co/gXBCAvDGEn","deerleewis"
Thu Jun 06 11:22:56 +0000 2024,"Harus banget kalah FT INDO 0 - 2 IRAQ #timnasday #timnasindonesia https://t.co/lS6iBrJSIJ","rayhandenan"
